tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
2335.00;695490087#1_2;110.06;24.59;2277.00;0.11;695504114#1_0;5.10;27.99;tripinfo_37 fcd_37;58.00;37;0;921.40;1.01;0.00;21.55;DEFAULT_VEHTYPE;;0;0.00
2338.00;695490087#1_2;110.06;24.04;2280.00;0.26;695504114#1_1;5.10;29.83;tripinfo_36 fcd_36;58.00;36;0;921.40;1.07;0.00;23.91;DEFAULT_VEHTYPE;;0;0.00
2349.00;695446623#1_1;50.37;19.36;2296.00;0.54;695504114#1_0;5.10;25.37;tripinfo_179 fcd_179;53.00;179;0;248.31;0.91;0.00;41.61;DEFAULT_VEHTYPE;;1;33.00
2350.00;39368999#0_1;259.89;27.50;2316.00;0.87;-39368999#0_0;5.10;28.62;tripinfo_260 fcd_260;34.00;260;0;596.38;1.03;0.00;10.71;DEFAULT_VEHTYPE;;0;0.00
2351.00;695446623#1_1;50.37;20.68;2307.00;0.08;695504114#1_1;5.10;28.62;tripinfo_175 fcd_175;44.00;175;0;248.31;1.03;0.00;33.59;DEFAULT_VEHTYPE;;1;23.00
2351.00;39368999#0_0;259.89;29.82;2332.00;0.89;-695446623#1_0;5.10;20.87;tripinfo_654 fcd_654;19.00;654;0;387.69;1.11;0.00;5.70;DEFAULT_VEHTYPE;;0;0.00
2354.00;695446623#1_1;50.37;18.05;2312.00;0.38;695504114#1_0;5.10;29.25;tripinfo_159 fcd_159;42.00;159;0;248.31;1.05;0.00;31.76;DEFAULT_VEHTYPE;;1;19.00
2354.00;695490087#1_0;110.06;26.87;2345.00;0.45;695446624#0_0;5.10;13.71;tripinfo_438 fcd_438;9.00;438;0;176.33;0.98;0.00;1.69;DEFAULT_VEHTYPE;;0;0.00
2376.00;695490087#1_0;110.06;23.90;2360.00;0.17;-695446623#1_0;5.10;20.87;tripinfo_614 fcd_614;16.00;614;0;196.03;0.99;0.00;6.81;DEFAULT_VEHTYPE;;0;0.00
2377.00;695504114#4_0;49.75;17.32;2355.00;0.12;-39368999#0_0;5.10;26.98;tripinfo_324 fcd_324;22.00;324;0;361.63;0.97;0.00;7.24;DEFAULT_VEHTYPE;;0;0.00
2379.00;695504114#4_0;49.75;26.26;2369.00;0.86;695504114#1_0;5.10;27.47;tripinfo_149 fcd_149;10.00;149;0;239.51;0.99;0.00;0.82;DEFAULT_VEHTYPE;;0;0.00
2390.00;39368999#0_0;259.89;11.61;2364.00;0.47;695446624#0_0;5.10;13.71;tripinfo_489 fcd_489;26.00;489;0;350.89;1.01;0.00;11.44;DEFAULT_VEHTYPE;;0;0.00
2394.00;695446623#1_1;50.37;17.12;2333.00;0.81;-695446623#1_1;5.10;20.87;tripinfo_794 fcd_794;61.00;794;0;128.50;0.86;0.00;53.52;DEFAULT_VEHTYPE;;1;45.00
2398.00;695490087#1_2;110.06;24.46;2301.00;0.54;695504114#1_0;5.10;25.48;tripinfo_10 fcd_10;97.00;10;0;921.40;0.92;0.00;56.06;DEFAULT_VEHTYPE;;1;32.00
2399.00;695504114#4_2;49.75;16.71;2387.00;0.42;-695446623#1_0;5.10;19.37;tripinfo_739 fcd_739;12.00;739;0;142.02;0.97;0.00;5.01;DEFAULT_VEHTYPE;;0;0.00
2405.00;695446623#1_0;50.37;24.24;2388.00;1.01;-39368999#0_0;5.10;27.53;tripinfo_381 fcd_381;17.00;381;0;387.41;0.99;0.00;2.73;DEFAULT_VEHTYPE;;0;0.00
2408.00;695490087#1_2;110.06;23.91;2387.00;0.69;-39368999#0_0;5.10;33.59;tripinfo_238 fcd_238;21.00;238;0;444.49;1.21;0.00;6.50;DEFAULT_VEHTYPE;;0;0.00
2408.00;695446623#1_1;50.37;20.36;2387.00;0.67;-39368999#0_1;5.10;28.24;tripinfo_358 fcd_358;21.00;358;0;387.41;1.02;0.00;6.76;DEFAULT_VEHTYPE;;0;0.00
2409.00;39368999#0_0;259.89;27.93;2392.00;0.08;-695446623#1_0;5.10;19.37;tripinfo_691 fcd_691;17.00;691;0;387.69;1.04;0.00;2.94;DEFAULT_VEHTYPE;;0;0.00
2412.00;695504114#4_2;49.75;17.43;2367.00;0.81;-695446623#1_0;5.10;20.87;tripinfo_714 fcd_714;45.00;714;0;142.02;1.02;0.00;38.08;DEFAULT_VEHTYPE;;2;26.00
2416.00;695490087#1_2;110.06;25.05;2360.00;0.75;695504114#1_0;5.10;28.35;tripinfo_41 fcd_41;56.00;41;0;921.40;1.02;0.00;20.85;DEFAULT_VEHTYPE;;0;0.00
2419.00;695446623#1_0;50.37;25.36;2403.00;0.59;-39368999#0_0;5.10;26.27;tripinfo_395 fcd_395;16.00;395;0;387.41;0.95;0.00;0.43;DEFAULT_VEHTYPE;;0;0.00
2425.00;695504114#4_2;49.75;18.79;2413.00;0.71;-695446623#1_0;5.10;20.87;tripinfo_704 fcd_704;12.00;704;0;142.02;1.10;0.00;5.17;DEFAULT_VEHTYPE;;0;0.00
2433.00;695504114#4_0;49.75;17.59;2415.00;0.07;-39368999#0_0;5.10;32.50;tripinfo_349 fcd_349;18.00;349;0;361.63;1.17;0.00;4.75;DEFAULT_VEHTYPE;;0;0.00
2438.00;39368999#0_1;259.89;20.03;2404.00;0.53;-39368999#0_1;5.10;25.89;tripinfo_268 fcd_268;34.00;268;0;596.38;0.93;0.00;9.83;DEFAULT_VEHTYPE;;0;0.00
2438.00;695504114#4_0;49.75;16.33;2417.00;0.39;695504114#1_0;5.10;31.13;tripinfo_110 fcd_110;21.00;110;0;239.51;1.12;0.00;13.29;DEFAULT_VEHTYPE;;1;2.00
2441.00;695446623#1_1;50.37;18.28;2395.00;0.84;695504114#1_0;5.10;23.86;tripinfo_174 fcd_174;46.00;174;0;248.31;0.86;0.00;33.99;DEFAULT_VEHTYPE;;1;23.00
2441.00;695490087#1_0;110.06;26.04;2418.00;0.13;695446624#0_0;5.10;13.71;tripinfo_423 fcd_423;23.00;423;0;176.33;1.02;0.00;16.43;DEFAULT_VEHTYPE;;1;5.00
2441.00;695504114#4_0;49.75;26.57;2432.00;0.62;695504114#1_0;5.10;27.76;tripinfo_127 fcd_127;9.00;127;0;239.51;1.00;0.00;0.22;DEFAULT_VEHTYPE;;0;0.00
2454.00;695504114#4_0;49.75;15.57;2432.00;0.66;-39368999#0_0;5.10;27.22;tripinfo_320 fcd_320;22.00;320;0;361.63;0.98;0.00;7.51;DEFAULT_VEHTYPE;;0;0.00
2461.00;695446623#1_0;50.37;17.56;2450.00;0.58;695446624#0_0;5.10;18.97;tripinfo_565 fcd_565;11.00;565;0;101.36;0.84;0.00;4.59;DEFAULT_VEHTYPE;;0;0.00
2462.00;695446623#1_1;50.37;17.63;2443.00;0.54;695504114#1_1;5.10;26.87;tripinfo_161 fcd_161;19.00;161;0;248.31;0.97;0.00;7.54;DEFAULT_VEHTYPE;;0;0.00
2466.00;695446623#1_0;50.37;16.58;2454.00;0.86;695446624#0_0;5.10;13.89;tripinfo_562 fcd_562;12.00;562;0;101.36;0.90;0.00;6.60;DEFAULT_VEHTYPE;;0;0.00
2467.00;39368999#0_0;259.89;24.56;2441.00;0.20;695504114#1_1;5.10;26.57;tripinfo_79 fcd_79;26.00;79;0;467.13;0.96;0.00;7.48;DEFAULT_VEHTYPE;;0;0.00
2483.00;695446623#1_1;50.37;16.06;2444.00;0.36;-695446623#1_0;5.10;20.87;tripinfo_774 fcd_774;39.00;774;0;128.50;0.89;0.00;32.34;DEFAULT_VEHTYPE;;1;25.00
2487.00;695490087#1_0;110.06;23.10;2460.00;0.90;-695446623#1_0;5.10;19.17;tripinfo_604 fcd_604;27.00;604;0;196.03;1.13;0.00;20.03;DEFAULT_VEHTYPE;;1;9.00
2488.00;695446623#1_0;50.37;17.86;2477.00;0.63;695446624#0_0;5.10;13.71;tripinfo_571 fcd_571;11.00;571;0;101.36;0.99;0.00;6.26;DEFAULT_VEHTYPE;;0;0.00
2490.00;695490087#1_2;110.06;25.53;2421.00;0.87;-39368999#0_0;5.10;28.09;tripinfo_222 fcd_222;69.00;222;0;444.49;1.01;0.00;51.53;DEFAULT_VEHTYPE;;1;38.00
2490.00;695446623#1_0;50.37;18.09;2468.00;0.24;-39368999#0_0;5.10;27.87;tripinfo_387 fcd_387;22.00;387;0;387.41;1.00;0.00;7.63;DEFAULT_VEHTYPE;;0;0.00
2493.00;39368999#0_0;259.89;27.23;2450.00;0.84;-695446623#1_0;5.10;20.87;tripinfo_680 fcd_680;43.00;680;0;387.69;1.02;0.00;28.85;DEFAULT_VEHTYPE;;1;17.00
2493.00;695504114#4_0;49.75;16.10;2470.00;0.01;-39368999#0_0;5.10;26.16;tripinfo_300 fcd_300;23.00;300;0;361.63;0.96;0.00;8.29;DEFAULT_VEHTYPE;;0;0.00
2494.00;39368999#0_1;259.89;24.73;2419.00;0.46;-39368999#0_1;5.10;25.07;tripinfo_275 fcd_275;75.00;275;0;596.38;0.90;0.00;49.55;DEFAULT_VEHTYPE;;1;39.00
2497.00;695490087#1_2;110.06;22.72;2403.00;0.06;695504114#1_0;5.10;23.59;tripinfo_47 fcd_47;94.00;47;0;921.40;0.85;0.00;49.96;DEFAULT_VEHTYPE;;1;22.00
2499.00;39368999#0_1;259.89;28.68;2431.00;0.22;-39368999#0_0;5.10;28.97;tripinfo_262 fcd_262;68.00;262;0;596.38;1.04;0.00;45.22;DEFAULT_VEHTYPE;;1;31.00
2499.00;695490087#1_2;110.06;24.96;2437.00;0.68;695504114#1_1;5.10;32.42;tripinfo_21 fcd_21;62.00;21;0;921.40;1.17;0.00;30.63;DEFAULT_VEHTYPE;;0;0.00
2510.00;695490087#1_0;110.06;22.95;2495.00;0.63;-695446623#1_0;5.10;26.09;tripinfo_620 fcd_620;15.00;620;0;196.03;0.99;0.00;6.65;DEFAULT_VEHTYPE;;0;0.00
2527.00;39368999#0_1;259.89;25.68;2495.00;0.72;-39368999#0_0;5.10;26.35;tripinfo_263 fcd_263;32.00;263;0;596.38;0.95;0.00;8.43;DEFAULT_VEHTYPE;;0;0.00
2529.00;695504114#4_0;49.75;17.88;2496.00;0.36;695504114#1_0;5.10;27.68;tripinfo_108 fcd_108;33.00;108;0;239.51;1.00;0.00;23.95;DEFAULT_VEHTYPE;;1;14.00
2542.00;39368999#0_1;259.89;25.32;2486.00;0.29;695446624#0_0;5.10;13.71;tripinfo_461 fcd_461;56.00;461;0;350.89;0.93;0.00;40.56;DEFAULT_VEHTYPE;;1;29.00
2554.00;695490087#1_0;110.06;33.58;2548.00;0.40;695446624#0_0;5.10;34.43;tripinfo_446 fcd_446;6.00;446;0;176.33;1.24;0.00;0.13;DEFAULT_VEHTYPE;;0;0.00
2558.00;39368999#0_0;259.89;26.40;2532.00;0.99;695504114#1_0;5.10;27.27;tripinfo_67 fcd_67;26.00;67;0;467.13;0.98;0.00;7.19;DEFAULT_VEHTYPE;;0;0.00
2558.00;695504114#4_0;49.75;23.28;2547.00;0.66;695504114#1_0;5.10;24.01;tripinfo_101 fcd_101;11.00;101;0;239.51;0.86;0.00;0.32;DEFAULT_VEHTYPE;;0;0.00
2561.00;695446623#1_1;50.37;18.47;2544.00;0.35;695504114#1_1;5.10;23.77;tripinfo_166 fcd_166;17.00;166;0;248.31;0.86;0.00;4.38;DEFAULT_VEHTYPE;;0;0.00
2562.00;695504114#4_0;49.75;16.17;2542.00;0.34;-39368999#0_0;5.10;29.60;tripinfo_301 fcd_301;20.00;301;0;361.63;1.07;0.00;6.90;DEFAULT_VEHTYPE;;0;0.00
2563.00;695490087#1_0;110.06;28.25;2556.00;0.31;695446624#0_0;5.10;28.55;tripinfo_439 fcd_439;7.00;439;0;176.33;1.03;0.00;0.19;DEFAULT_VEHTYPE;;0;0.00
2564.00;39368999#0_0;259.89;25.09;2538.00;0.50;695504114#1_1;5.10;25.80;tripinfo_72 fcd_72;26.00;72;0;467.13;0.93;0.00;6.69;DEFAULT_VEHTYPE;;0;0.00
2572.00;695446623#1_1;50.37;16.39;2557.00;0.27;-695446623#1_0;5.10;20.87;tripinfo_785 fcd_785;15.00;785;0;128.50;1.06;0.00;9.93;DEFAULT_VEHTYPE;;1;1.00
2577.00;695490087#1_2;110.06;24.87;2489.00;0.92;695504114#1_0;5.10;31.46;tripinfo_0 fcd_0;88.00;0;0;921.40;1.13;0.00;55.55;DEFAULT_VEHTYPE;;1;28.00
2577.00;695504114#4_0;49.75;16.03;2514.00;0.62;695446624#0_0;5.10;13.71;tripinfo_522 fcd_522;63.00;522;0;722.30;0.83;0.00;27.79;DEFAULT_VEHTYPE;;1;3.00
2598.00;39368999#0_0;259.89;26.25;2572.00;0.41;695504114#1_0;5.10;26.99;tripinfo_74 fcd_74;26.00;74;0;467.13;0.97;0.00;7.29;DEFAULT_VEHTYPE;;0;0.00
2604.00;695504114#4_0;49.75;14.55;2584.00;0.31;-39368999#0_0;5.10;26.40;tripinfo_340 fcd_340;20.00;340;0;361.63;0.95;0.00;5.66;DEFAULT_VEHTYPE;;0;0.00
2609.00;39368999#0_0;259.89;24.77;2582.00;0.42;695504114#1_0;5.10;25.87;tripinfo_76 fcd_76;27.00;76;0;467.13;0.93;0.00;6.75;DEFAULT_VEHTYPE;;0;0.00
2612.00;695490087#1_2;110.06;24.13;2587.00;0.24;-39368999#0_1;5.10;25.53;tripinfo_233 fcd_233;25.00;233;0;444.49;0.92;0.00;5.16;DEFAULT_VEHTYPE;;0;0.00
2612.00;695504114#4_0;49.75;16.38;2593.00;0.11;-39368999#0_0;5.10;29.86;tripinfo_313 fcd_313;19.00;313;0;361.63;1.07;0.00;5.11;DEFAULT_VEHTYPE;;0;0.00
2613.00;695446623#1_1;50.37;14.09;2599.00;0.18;-695446623#1_0;5.10;20.87;tripinfo_751 fcd_751;14.00;751;0;128.50;1.00;0.00;7.81;DEFAULT_VEHTYPE;;0;0.00
2618.00;695504114#4_1;49.75;16.35;2586.00;0.24;695504114#1_1;5.10;27.11;tripinfo_135 fcd_135;32.00;135;0;239.51;0.98;0.00;23.06;DEFAULT_VEHTYPE;;1;12.00
2620.00;695504114#4_0;49.75;25.36;2610.00;0.80;695504114#1_0;5.10;28.09;tripinfo_148 fcd_148;10.00;148;0;239.51;1.01;0.00;1.26;DEFAULT_VEHTYPE;;0;0.00
2621.00;695490087#1_0;110.06;24.06;2561.00;0.69;695446624#0_0;5.10;13.71;tripinfo_415 fcd_415;60.00;415;0;176.33;0.93;0.00;53.20;DEFAULT_VEHTYPE;;1;44.00
2621.00;695446623#1_0;50.37;16.30;2564.00;0.22;695446624#0_0;5.10;10.90;tripinfo_559 fcd_559;57.00;559;0;101.36;0.90;0.00;51.84;DEFAULT_VEHTYPE;;1;42.00
2622.00;695446623#1_1;50.37;18.19;2574.00;0.94;695504114#1_1;5.10;28.31;tripinfo_153 fcd_153;48.00;153;0;248.31;1.02;0.00;37.62;DEFAULT_VEHTYPE;;1;25.00
2622.00;695490087#1_1;110.06;23.61;2576.00;0.74;695446624#0_1;5.10;13.71;tripinfo_442 fcd_442;46.00;442;0;176.33;0.97;0.00;38.71;DEFAULT_VEHTYPE;;1;28.00
2622.00;695490087#1_2;110.06;22.53;2580.00;0.19;695446624#0_1;5.10;10.91;tripinfo_441 fcd_441;42.00;441;0;176.33;0.98;0.00;35.06;DEFAULT_VEHTYPE;;1;23.00
2625.00;695446623#1_1;50.37;18.44;2600.00;0.73;695504114#1_0;5.10;30.23;tripinfo_193 fcd_193;25.00;193;0;248.31;1.09;0.00;15.42;DEFAULT_VEHTYPE;;0;0.00
2640.00;695446623#1_1;50.37;17.96;2623.00;0.29;695504114#1_0;5.10;25.79;tripinfo_182 fcd_182;17.00;182;0;248.31;0.93;0.00;5.18;DEFAULT_VEHTYPE;;0;0.00
2642.00;39368999#0_1;259.89;25.48;2621.00;0.43;695446624#0_0;5.10;13.71;tripinfo_494 fcd_494;21.00;494;0;350.89;0.95;0.00;5.34;DEFAULT_VEHTYPE;;0;0.00
2642.00;695490087#1_0;110.06;28.83;2635.00;0.99;695446624#0_0;5.10;29.03;tripinfo_419 fcd_419;7.00;419;0;176.33;1.05;0.00;0.14;DEFAULT_VEHTYPE;;0;0.00
2650.00;39368999#0_0;259.89;28.16;2625.00;0.97;695504114#1_0;5.10;29.33;tripinfo_59 fcd_59;25.00;59;0;467.13;1.06;0.00;7.06;DEFAULT_VEHTYPE;;0;0.00
2662.00;695504114#4_0;49.75;15.80;2638.00;0.48;-39368999#0_0;5.10;26.97;tripinfo_321 fcd_321;24.00;321;0;361.63;0.97;0.00;10.00;DEFAULT_VEHTYPE;;1;1.00
2670.00;695490087#1_2;110.06;22.24;2597.00;0.75;-39368999#0_0;5.10;31.09;tripinfo_226 fcd_226;73.00;226;0;444.49;1.12;0.00;57.04;DEFAULT_VEHTYPE;;1;44.00
2670.00;695490087#1_0;110.06;23.83;2625.00;0.45;-695446623#1_1;5.10;20.87;tripinfo_627 fcd_627;45.00;627;0;196.03;1.06;0.00;37.34;DEFAULT_VEHTYPE;;2;26.00
2671.00;695446623#1_0;50.37;23.13;2653.00;0.96;-39368999#0_0;5.10;24.21;tripinfo_388 fcd_388;18.00;388;0;387.41;0.87;0.00;1.30;DEFAULT_VEHTYPE;;0;0.00
2672.00;695490087#1_2;110.06;24.33;2624.00;0.55;-39368999#0_0;5.10;29.51;tripinfo_200 fcd_200;48.00;200;0;444.49;1.06;0.00;30.98;DEFAULT_VEHTYPE;;1;16.00
2673.00;39368999#0_0;259.89;34.56;2625.00;0.59;-695446623#1_0;5.10;20.87;tripinfo_685 fcd_685;48.00;685;0;387.69;1.25;0.00;36.12;DEFAULT_VEHTYPE;;1;24.00
2675.00;695490087#1_2;110.06;25.19;2635.00;0.28;-39368999#0_0;5.10;31.01;tripinfo_211 fcd_211;40.00;211;0;444.49;1.12;0.00;23.59;DEFAULT_VEHTYPE;;1;8.00
2676.00;695504114#4_2;49.75;16.96;2654.00;0.34;-695446623#1_0;5.10;19.17;tripinfo_735 fcd_735;22.00;735;0;142.02;1.00;0.00;14.95;DEFAULT_VEHTYPE;;1;2.00
2678.00;695504114#4_2;49.75;18.33;2667.00;0.94;-695446623#1_0;5.10;20.87;tripinfo_712 fcd_712;11.00;712;0;142.02;1.05;0.00;4.89;DEFAULT_VEHTYPE;;0;0.00
2687.00;695446623#1_1;50.37;17.31;2673.00;0.51;-695446623#1_0;5.10;20.87;tripinfo_772 fcd_772;14.00;772;0;128.50;1.00;0.00;8.19;DEFAULT_VEHTYPE;;0;0.00
2691.00;695504114#4_0;49.75;16.98;2645.00;0.06;695446624#0_0;5.10;13.71;tripinfo_500 fcd_500;46.00;500;0;722.30;1.11;0.00;19.47;DEFAULT_VEHTYPE;;0;0.00
2698.00;695504114#4_2;49.75;17.98;2687.00;0.36;-695446623#1_1;5.10;20.87;tripinfo_741 fcd_741;11.00;741;0;142.02;0.92;0.00;3.91;DEFAULT_VEHTYPE;;0;0.00
2701.00;695490087#1_0;110.06;23.77;2686.00;0.97;-695446623#1_0;5.10;24.92;tripinfo_626 fcd_626;15.00;626;0;196.03;0.90;0.00;5.70;DEFAULT_VEHTYPE;;0;0.00
2710.00;695446623#1_1;50.37;19.18;2644.00;0.24;695504114#1_0;5.10;25.74;tripinfo_185 fcd_185;66.00;185;0;248.31;0.93;0.00;54.03;DEFAULT_VEHTYPE;;1;45.00
2712.00;695504114#4_0;49.75;16.65;2691.00;0.79;-39368999#0_0;5.10;26.03;tripinfo_322 fcd_322;21.00;322;0;361.63;0.94;0.00;6.22;DEFAULT_VEHTYPE;;0;0.00
2716.00;695504114#4_0;49.75;17.08;2694.00;0.83;-39368999#0_1;5.10;27.67;tripinfo_311 fcd_311;22.00;311;0;361.63;1.05;0.00;8.87;DEFAULT_VEHTYPE;;0;0.00
2718.00;39368999#0_1;259.89;26.60;2661.00;0.74;695446624#0_0;5.10;13.71;tripinfo_465 fcd_465;57.00;465;0;350.89;0.99;0.00;43.01;DEFAULT_VEHTYPE;;1;34.00
2738.00;695490087#1_0;110.06;23.75;2730.00;0.10;695446624#0_0;5.10;25.01;tripinfo_432 fcd_432;8.00;432;0;176.33;0.90;0.00;0.24;DEFAULT_VEHTYPE;;0;0.00
2743.00;695446623#1_0;50.37;17.03;2734.00;0.97;695446624#0_0;5.10;20.68;tripinfo_567 fcd_567;9.00;567;0;101.36;1.18;0.00;3.85;DEFAULT_VEHTYPE;;0;0.00
2747.00;39368999#0_0;259.89;13.68;2723.00;0.49;695446624#0_0;5.10;13.71;tripinfo_459 fcd_459;24.00;459;0;350.89;1.00;0.00;9.61;DEFAULT_VEHTYPE;;0;0.00
2754.00;695446623#1_1;50.37;15.96;2689.00;0.01;-695446623#1_0;5.10;19.82;tripinfo_766 fcd_766;65.00;766;0;128.50;0.95;0.00;58.48;DEFAULT_VEHTYPE;;1;47.00
2754.00;695446623#1_0;50.37;19.99;2706.00;0.34;-39368999#0_0;5.10;28.27;tripinfo_375 fcd_375;48.00;375;0;387.41;1.02;0.00;33.80;DEFAULT_VEHTYPE;;1;24.00
2757.00;695504114#4_0;49.75;15.83;2706.00;0.23;695446624#0_0;5.10;13.71;tripinfo_504 fcd_504;51.00;504;0;722.30;0.96;0.00;20.59;DEFAULT_VEHTYPE;;0;0.00
2758.00;695490087#1_2;110.06;23.35;2693.00;0.05;-39368999#0_0;5.10;28.59;tripinfo_228 fcd_228;65.00;228;0;444.49;1.06;0.00;48.89;DEFAULT_VEHTYPE;;1;36.00
2762.00;695490087#1_2;110.06;24.29;2702.00;0.68;-39368999#0_0;5.10;31.37;tripinfo_210 fcd_210;60.00;210;0;444.49;1.13;0.00;44.04;DEFAULT_VEHTYPE;;1;30.00
2764.00;39368999#0_1;259.89;25.61;2692.00;0.24;-39368999#0_1;5.10;25.78;tripinfo_288 fcd_288;72.00;288;0;596.38;0.93;0.00;47.61;DEFAULT_VEHTYPE;;1;37.00
2764.00;695490087#1_2;110.06;23.31;2721.00;0.43;-39368999#0_0;5.10;30.77;tripinfo_248 fcd_248;43.00;248;0;444.49;1.11;0.00;26.45;DEFAULT_VEHTYPE;;1;12.00
2765.00;39368999#0_0;259.89;27.80;2707.00;0.02;-695446623#1_0;5.10;20.87;tripinfo_668 fcd_668;58.00;668;0;387.69;1.14;0.00;45.08;DEFAULT_VEHTYPE;;1;31.00
2768.00;695504114#4_0;49.75;16.16;2718.00;0.08;695446624#0_1;5.10;13.71;tripinfo_528 fcd_528;50.00;528;0;722.30;1.01;0.00;21.13;DEFAULT_VEHTYPE;;0;0.00
2772.00;695504114#4_0;49.75;17.22;2718.00;0.75;695446624#0_0;5.10;13.71;tripinfo_516 fcd_516;54.00;516;0;722.30;1.00;0.00;24.94;DEFAULT_VEHTYPE;;0;0.00
2783.00;39368999#0_0;259.89;29.24;2769.00;0.70;-695446623#1_0;5.10;30.12;tripinfo_689 fcd_689;14.00;689;0;387.69;1.08;0.00;0.36;DEFAULT_VEHTYPE;;0;0.00
2792.00;695490087#1_2;110.06;23.76;2770.00;0.79;-39368999#0_0;5.10;29.27;tripinfo_225 fcd_225;22.00;225;0;444.49;1.05;0.00;5.29;DEFAULT_VEHTYPE;;0;0.00
2798.00;695504114#4_0;49.75;18.45;2756.00;0.38;695504114#1_0;5.10;31.32;tripinfo_118 fcd_118;42.00;118;0;239.51;1.13;0.00;34.10;DEFAULT_VEHTYPE;;1;24.00
2802.00;695446623#1_1;50.37;17.29;2746.00;0.09;695504114#1_0;5.10;28.32;tripinfo_184 fcd_184;56.00;184;0;248.31;1.02;0.00;45.53;DEFAULT_VEHTYPE;;1;33.00
2802.00;695490087#1_0;110.06;25.76;2769.00;0.80;695446624#0_0;5.10;13.71;tripinfo_428 fcd_428;33.00;428;0;176.33;1.10;0.00;26.50;DEFAULT_VEHTYPE;;1;16.00
2817.00;39368999#0_1;259.89;24.55;2795.00;0.93;695446624#0_0;5.10;13.71;tripinfo_485 fcd_485;22.00;485;0;350.89;0.90;0.00;5.41;DEFAULT_VEHTYPE;;0;0.00
2833.00;39368999#0_0;259.89;28.63;2808.00;0.54;695504114#1_0;5.10;28.75;tripinfo_51 fcd_51;25.00;51;0;467.13;1.03;0.00;6.47;DEFAULT_VEHTYPE;;0;0.00
2844.00;695446623#1_0;50.37;19.27;2797.00;0.37;-39368999#0_0;5.10;29.23;tripinfo_383 fcd_383;47.00;383;0;387.41;1.05;0.00;33.30;DEFAULT_VEHTYPE;;1;21.00
2845.00;695504114#4_0;49.75;16.63;2742.00;0.92;695446624#0_0;5.10;13.71;tripinfo_531 fcd_531;103.00;531;0;722.30;1.02;0.00;73.95;DEFAULT_VEHTYPE;;2;45.00
2846.00;695446623#1_1;50.37;16.22;2823.00;0.61;-695446623#1_0;5.10;18.76;tripinfo_798 fcd_798;23.00;798;0;128.50;1.02;0.00;17.46;DEFAULT_VEHTYPE;;1;5.00
2847.00;695490087#1_2;110.06;24.12;2791.00;0.27;-39368999#0_1;5.10;25.72;tripinfo_235 fcd_235;56.00;235;0;444.49;0.93;0.00;36.72;DEFAULT_VEHTYPE;;1;27.00
2849.00;695446623#1_1;50.37;15.96;2814.00;0.01;-695446623#1_0;5.10;20.87;tripinfo_795 fcd_795;35.00;795;0;128.50;1.13;0.00;30.35;DEFAULT_VEHTYPE;;2;19.00
2850.00;695490087#1_2;110.06;24.52;2791.00;0.84;-39368999#0_0;5.10;24.99;tripinfo_215 fcd_215;59.00;215;0;444.49;0.90;0.00;38.80;DEFAULT_VEHTYPE;;1;26.00
2851.00;695504114#4_0;49.75;16.46;2830.00;1.79;-39368999#0_0;5.10;27.41;tripinfo_316 fcd_316;21.00;316;0;361.63;0.99;0.00;6.10;DEFAULT_VEHTYPE;;0;0.00
2854.00;695490087#1_2;110.06;23.34;2804.00;0.20;-39368999#0_1;5.10;33.97;tripinfo_244 fcd_244;50.00;244;0;444.49;1.22;0.00;35.42;DEFAULT_VEHTYPE;;1;19.00
2854.00;695490087#1_0;110.06;21.22;2838.00;0.22;-695446623#1_0;5.10;19.32;tripinfo_635 fcd_635;16.00;635;0;196.03;0.98;0.00;7.43;DEFAULT_VEHTYPE;;0;0.00
2855.00;695504114#4_0;49.75;17.01;2805.00;0.14;695446624#0_0;5.10;13.71;tripinfo_549 fcd_549;50.00;549;0;722.30;1.01;0.00;21.10;DEFAULT_VEHTYPE;;0;0.00
2858.00;695504114#4_2;49.75;17.66;2795.00;0.45;-695446623#1_0;5.10;20.87;tripinfo_711 fcd_711;63.00;711;0;142.02;1.03;0.00;56.14;DEFAULT_VEHTYPE;;2;46.00
2870.00;695504114#4_0;49.75;15.96;2851.00;0.32;-39368999#0_0;5.10;30.46;tripinfo_310 fcd_310;19.00;310;0;361.63;1.10;0.00;6.26;DEFAULT_VEHTYPE;;0;0.00
2871.00;695446623#1_1;50.37;24.98;2855.00;0.30;-39368999#0_1;5.10;25.19;tripinfo_392 fcd_392;16.00;392;0;387.41;0.91;0.00;0.36;DEFAULT_VEHTYPE;;0;0.00
2881.00;39368999#0_0;259.89;25.69;2854.00;0.38;695504114#1_0;5.10;26.51;tripinfo_71 fcd_71;27.00;71;0;467.13;0.95;0.00;7.81;DEFAULT_VEHTYPE;;0;0.00
2884.00;39368999#0_0;259.89;26.03;2869.00;0.71;-695446623#1_0;5.10;20.87;tripinfo_673 fcd_673;15.00;673;0;387.69;0.97;0.00;0.39;DEFAULT_VEHTYPE;;0;0.00
